Reviews,Ratings
"
  Wrost Camera quality compair to my last samsung 5 year's old phone, camera 64 MP only on papers but actual performance of camera look like a 16 MP camera.. battery life 10 to 12 hrs singal charge... fingerprint thik thak h.... please think before purchase it.
",1.0 out of 5 stars
"
  It's like normal 10 thousands rupees phone. There nothing like one plus in this phone.Waste of money and we can't return also. No return policy only replacement.",1.0 out of 5 stars
"
  First one plus device after using iphone for a brief period. Feedback after using it for a month > experiencing a bit of lag at times, front camera quality could have been better, unfair about 5G band and base variant marketing, otherwise it is good overall.
",4.0 out of 5 stars
"
  Fingerprint reader and camera dosent use because the phone was giving to me are in discharge condition.",1.0 out of 5 stars
"
  Battery life and chargin is out of the park. It only takes half an hour to 45 mins to fully charge up from 0. Camera quality is too good. Fingerprint reader is not that great tbf. Display is good too. Overall it's a mobile you could buy for sure.
",5.0 out of 5 stars
"
  I got my phone on 18 June and I just noticed today that when I open it's flash light I see light coming through the boundary of the back did I got a defective one .. it's camera is pathetic it won't scan any QR code
",2.0 out of 5 stars
"
  Phone look is good. Lightweight one. Camera is decent for this price. Finger print sensor is slow when compared to others. Some software issues are there. It should be corrected. Overall its a decent phone in this price. It feels like using a branded phone.
",4.0 out of 5 stars
"
  Iam not using this phone for games or for video, so this is fantastic phone for me.",5.0 out of 5 stars
"
  OnePlus Nord CE is an affordable OnePlus Phone . User interface is just wow . Charging is super fast . Camera is good . Battery life is okay too.  A power packed phone at a great price .
",5.0 out of 5 stars
"
  Go for it, I am loving it.Great mobile reception.Oxygen gives premium feel. Can't think any big miss yet. Loved taking few portraits with Depth effect. Super cool phone!!
",5.0 out of 5 stars
"
  Good performance.",3.0 out of 5 stars
"
  Oneplus nord ce doesn't have sony imx sensor, its camera is not upto mark , it changes color of the object . Good phone with below average camera . 64MP is just for branding , even its fingerprint is also slower .
",4.0 out of 5 stars
"
  I upgraded to Nord ce from OnePlus 5 because it's screen shattered. Now I am planning on getting OnePlus 5's screen fixed.",2.0 out of 5 stars
"
  Camera hangs, not good quality pictures, in display finger print works 1 out of 3 times, microphone quality worst. Need to restart the phone atleast once a day, else network is not reachable.",1.0 out of 5 stars
"
  As expected.The phone is good",5.0 out of 5 stars
"
  Video quality is not good, video blur, overheating problem, system runs slow example unlock phone with finger print takes longer time this is just one problem , other one is phone call after clicking call button shows blank screen for some time
",3.0 out of 5 stars
"
  Call recording option very bad. And other many problems in mobile.
",1.0 out of 5 stars
"
  normal phone not a amoled display phone size is small pain in typing
",1.0 out of 5 stars
"
  The one thing this phone triumphs on and that is User Experience. No other phone in this range can give you that. They can give you a high spec phone, but when it comes to daily usage One Plus nails it.
",5.0 out of 5 stars
"
  Camera - Bad quality (1/5)",1.0 out of 5 stars
"
  Overall good.Camera is very nice.speed & battery is good. But battery is not which they are claiming to be.Battery charges around 50% in half an hour.",4.0 out of 5 stars
"
  Worst phone ever. Worst battery life. My phone keeps restarting on its own. Restarts 20 times in 1 hr. I had replaced the same however same issues persist. Beware never buy this phone. My xiomi phone was much much better.
",1.0 out of 5 stars
"
  First time useing Android phone thats 1+ CE ithink just ok to me .need to improve",5.0 out of 5 stars
"
  Writing it after 4 days",2.0 out of 5 stars
"
  As per One+ I am very disappointed and this is not a right product as per normal user.",2.0 out of 5 stars
"
   I purchased one plus nord ce 2 weeks back. so far experience have been great. Loved the UI of phone , fingerprint is very responsive ,camera is good at this price range.  Battery backup is good .
",5.0 out of 5 stars
"
  There are issues when talking over the phone. Sometimes the torch is activated, sometimes it goes into flight mode.",1.0 out of 5 stars
"
  Call quality is absurd.its just like poor quality phone.The most important function of phone is to talk and it lacks miserably in this aspect. I aware people not to fall in trap.One plus is fooling customers and it is also not returning just replacinv
",1.0 out of 5 stars
"
   Worst experience ever",2.0 out of 5 stars
"
  Very Bad experience seems to be similar like budget phones of Oppo/Vivo etc . Camera is not great as mentioned during promo also got hanged sometime.
",1.0 out of 5 stars
"
  Light weight , crisp display , future ready . Good quality photos. Mi 11x offers almost same features. But mi has bigger screen bigger battery and almost 50g heavier
",5.0 out of 5 stars
"
  After long period I switched from Sony to OnePlus really good performance and better quality camera. I think OnePlus using Sony camera. Quick charging, better battery life, Let's see how long it will survive.
",5.0 out of 5 stars
"
  Camera quality is not good, compared to OnePlus nord , CE is worst... previously I bought OnePlus nord.so blindly I bought this phone,it doesn't even have returns,if you are buying for camera purpose don't go for this Nord CE, battery quality is good
",1.0 out of 5 stars
"
  The phone's display is very dull, it's not up to the mark. The phone is hanging sometimes. It's only a brand hype. The mobile is getting heated even for 20 minutes of usage
",1.0 out of 5 stars
"
  camera has issues.. not sure if it's common across or with a particular phone set.
",1.0 out of 5 stars
"
  Pros:-",2.0 out of 5 stars
"
  Worst mobile do not buy this no auto recording if you switch off your mobile data it switch es off Mobile incomiy call also.please don't buy any one plus product hence forth it hangs does not support any application.please don't buy genuine request.
",1.0 out of 5 stars
"
  Am an iPhone & Samsung S8 user, i Bought this phone due my friends suggest. Extreme bad camera China make so all will white no clarity at all. So i not suggest if anybody looking for good photos. .
",1.0 out of 5 stars
"
  Good in this price range, fingerprint is soo fast, camera is also good, charging is soo fast, bad service from Amazon about delivery
",5.0 out of 5 stars
"
  Overall this smartphone is good for daily uses and it has nice form factor that you can use this phone from single hand and display quality is outstanding and experience of oxygen is is awesome as this price range but it has low rear camera quality.
",5.0 out of 5 stars
"
  If you don't play much games and are ok with decent photos, then you can surely pick this up.",5.0 out of 5 stars
